,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city
8496,2018 Hyundai Grand i10 1.2 Kappa Sportz Option AT,₹ 6.55 Lakh,Nov 2018,1197 cc,Comprehensive,Automatic,"8,345 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Hyderabad
8497,2021 Maruti Ertiga ZXI Plus,₹ 12 Lakh,2021,1462 cc,Third Party insurance,Manual,"30,000 Kms",Third Owner,Petrol,103.26bhp,7.0,19.01 kmpl,MUV,Hyderabad
8498,2022 Maruti Eeco 7 Seater STD 2020-2022,₹ 5.40 Lakh,2022,1196 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,72.41bhp,7.0,16.11 kmpl,Minivans,Hyderabad
8499,2019 Maruti Alto 800 VXI BSVI,₹ 3.70 Lakh,2019,796 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Petrol,47.33bhp,5.0,22.05 kmpl,Hatchback,Hyderabad
8500,2009 Maruti Ritz VDi,₹ 2.60 Lakh,2009,1248 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Diesel,73.9bhp,5.0,21.1 kmpl,Hatchback,Hyderabad
8501,2020 Maruti Swift Dzire AMT ZXI Plus,₹ 7.80 Lakh,2020,1197 cc,Third Party insurance,Automatic,"50,000 Kms",Third Owner,Petrol,81.80bhp,5.0,21.21 kmpl,Sedan,Hyderabad
8502,2006 Hyundai Accent CRDi,₹ 1.20 Lakh,2006,1493 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,82 PS,5.0,13.1 kmpl,Hyundai,Hyderabad
8503,2020 MG Hector Sharp AT BSIV,₹ 19.50 Lakh,2020,1451 cc,Third Party insurance,Automatic,"40,000 Kms",First Owner,Petrol,141bhp,5.0,13.96 kmpl,SUV,Hyderabad
8504,2011 Maruti Swift ZXI,₹ 3.10 Lakh,2011,1197 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Petrol,85.8bhp,5.0,18.6 kmpl,Hatchback,Hyderabad
8505,2017 Datsun GO T,₹ 2.89 Lakh,Nov 2017,1198 cc,Third Party insurance,Manual,"72,762 Kms",First Owner,Petrol,67.05bhp,5.0,19.02 kmpl,Hatchback,Hyderabad
8506,2016 Maruti Celerio VXI,₹ 3.79 Lakh,Feb 2017,998 cc,Third Party insurance,Manual,"97,726 Kms",First Owner,Petrol,65.71bhp,5.0,25.24 kmpl,Hatchback,Hyderabad
8507,2015 Hyundai Grand i10 Asta,₹ 4.27 Lakh,Mar 2015,1197 cc,Comprehensive,Manual,"95,963 Kms",Second Owner,Petrol,82bhp,5.0,18.9 kmpl,Hatchback,Hyderabad
8508,2013 Maruti Wagon R VXI BS IV,₹ 3.18 Lakh,Feb 2014,998 cc,Third Party insurance,Manual,"59,730 Kms",Second Owner,Petrol,67.1bhp,5.0,18.9 kmpl,Hatchback,Hyderabad
8509,2016 Hyundai i20 Sportz 1.2,₹ 5.67 Lakh,Sept 2016,1197 cc,Third Party insurance,Manual,"89,224 Kms",Second Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Hyderabad
8510,2016 Datsun GO T,₹ 2.94 Lakh,Aug 2016,1198 cc,Third Party insurance,Manual,"67,429 Kms",First Owner,Petrol,67.05bhp,5.0,19.02 kmpl,Hatchback,Hyderabad
8511,2016 Hyundai i20 Asta 1.2,₹ 6.30 Lakh,Jun 2016,1197 cc,Third Party insurance,Manual,"73,202 Kms",First Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Hyderabad
8512,2019 Kia Seltos HTK Plus AT D,₹ 13.58 Lakh,Jan 2020,1493 cc,Third Party insurance,Automatic,"54,750 Kms",First Owner,Diesel,113.42bhp,5.0,17.8 kmpl,SUV,Hyderabad
8513,2019 Maruti Baleno 1.2 CVT Zeta,₹ 7.61 Lakh,Aug 2019,1197 cc,Comprehensive,Automatic,"32,098 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Hyderabad
8514,2018 Tata Nexon 1.2 Revotron XZA Plus,₹ 8.04 Lakh,Nov 2018,1198 cc,Third Party insurance,Automatic,"69,776 Kms",First Owner,Petrol,108.5bhp,5.0,17 kmpl,SUV,Hyderabad
8515,2016 Honda City i VTEC SV,₹ 6.34 Lakh,Mar 2017,1497 cc,Comprehensive,Manual,"53,326 Kms",Second Owner,Petrol,117.3bhp,5.0,17.8 kmpl,Sedan,Hyderabad
8516,2017 Hyundai Grand i10 1.2 Kappa Sportz Option AT,₹ 5.90 Lakh,Nov 2017,1197 cc,Zero Dep,Automatic,"40,570 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Hyderabad
8517,2016 Renault KWID RXT,₹ 3 Lakh,2016,799 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,53.3bhp,5.0,25.17 kmpl,Hatchback,Hyderabad
8518,2021 Tata New Safari XZ Plus Adventure Edition BSVI,₹ 22 Lakh,2021,1956 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Diesel,167.67bhp,7.0,16.14 kmpl,SUV,Hyderabad
8519,2021 Maruti Vitara Brezza LXI,₹ 8.10 Lakh,2021,1462 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Petrol,103.26bhp,5.0,17.03 kmpl,SUV,Hyderabad
8520,2022 Maruti Ciaz Alpha BSVI,₹ 12 Lakh,2022,1462 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,103.25bhp,5.0,20.65 kmpl,Sedan,Hyderabad
8521,2022 Kia Carens Luxury Plus Turbo DCT 2022-2023,₹ 18.75 Lakh,2022,1353 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Petrol,138.05bhp,7.0,16.5 kmpl,MUV,Hyderabad
8522,2022 Kia Carens Luxury Plus Turbo 2022-2023,₹ 17.80 Lakh,2022,1353 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,138.05bhp,7.0,16.2 kmpl,MUV,Hyderabad
8523,2015 Tata Indica TDI LS,₹ 1.50 Lakh,2015,1405 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Diesel,70bhp,5.0,19.1 kmpl,Hatchback,Hyderabad
8524,2018 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹ 5.10 Lakh,2018,1197 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Hyderabad
8525,2017 Volkswagen Polo 1.2 MPI Highline,₹ 6.42 Lakh,Jul 2017,1199 cc,Comprehensive,Manual,"54,327 Kms",First Owner,Petrol,74bhp,5.0,16.2 kmpl,Hatchback,Hyderabad
8526,2017 Hyundai i20 Asta 1.2,₹ 6.18 Lakh,Jun 2017,1197 cc,Third Party insurance,Manual,"80,030 Kms",First Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Hyderabad
8527,2021 Volkswagen Polo 1.0 MPI Comfortline,₹ 7.39 Lakh,Oct 2021,999 cc,Zero Dep,Manual,"30,088 Kms",First Owner,Petrol,75.10bhp,5.0,17.74 kmpl,Hatchback,Hyderabad
8528,2018 Maruti Swift VXI AMT,₹ 6.40 Lakh,Apr 2018,1197 cc,Comprehensive,Automatic,"49,009 Kms",First Owner,Petrol,88.50bhp,5.0,22.56 kmpl,Hatchback,Hyderabad
8529,2016 Hyundai Grand i10 Sportz,₹ 4.82 Lakh,Nov 2016,1197 cc,Comprehensive,Manual,"34,488 Kms",First Owner,Petrol,82bhp,5.0,18.9 kmpl,Hatchback,Hyderabad
8530,2018 Maruti Baleno 1.2 CVT Alpha,₹ 6.98 Lakh,Dec 2018,1197 cc,Zero Dep,Automatic,"89,242 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Hyderabad
8531,2020 Maruti Ignis 1.2 AMT Zeta BSIV,₹ 7.01 Lakh,Oct 2020,1197 cc,Zero Dep,Automatic,"23,325 Kms",First Owner,Petrol,81.80bhp,5.0,20.89 kmpl,Hatchback,Hyderabad
8532,2015 Hyundai Verna 1.6 VTVT S Option,₹ 5.70 Lakh,Oct 2015,1591 cc,Third Party,Manual,"1,05,210 Kms",First Owner,Petrol,121.4bhp,5.0,17.01 kmpl,Sedan,Hyderabad
8533,2014 Honda City i DTEC V,₹ 5.42 Lakh,Feb 2014,1498 cc,Third Party insurance,Manual,"90,102 Kms",First Owner,Diesel,98.6bhp,5.0,26 kmpl,Sedan,Hyderabad
8534,2018 Maruti Baleno 1.2 Alpha,₹ 6.51 Lakh,Feb 2019,1197 cc,Comprehensive,Manual,"68,101 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Hyderabad
8535,2018 Hyundai Grand i10 1.2 Kappa Sportz Option,₹ 5.17 Lakh,Nov 2018,1197 cc,Third Party,Manual,"46,632 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Hyderabad
8536,2018 Hyundai Xcent 1.2 CRDi E,₹ 3.60 Lakh,2018,1186 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Diesel,73.97bhp,5.0,25.4 kmpl,Sedan,Hyderabad
8537,2020 MG Hector Sharp DCT,₹ 18 Lakh,2020,1451 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Petrol,141bhp,5.0,13.96 kmpl,SUV,Hyderabad
8538,2013 Toyota Innova 2.5 VX (Diesel) 7 Seater,₹ 10.99 Lakh,2013,2494 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,100.6bhp,7.0,12.99 kmpl,MUV,Hyderabad
8539,2022 Toyota Fortuner 4X2 Diesel BSVI,₹ 40 Lakh,2022,2755 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Diesel,201.15bhp,7.0,,SUV,Hyderabad
8540,2021 Ford Freestyle Flair Edition,₹ 7.50 Lakh,2021,1194 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,94.93bhp,5.0,18.5 kmpl,Hatchback,Hyderabad
8541,2004 Toyota Qualis RS E3,₹ 2 Lakh,2004,2446 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,,9.0,,SUV,Hyderabad
8542,2013 Mercedes-Benz E-Class E250 CDI Avantgrade,₹ 12.50 Lakh,2013,2143 cc,Third Party insurance,Automatic,"90,000 Kms",First Owner,Diesel,201.1bhp,5.0,13 kmpl,Sedan,Hyderabad
8543,2016 Volkswagen Vento 1.6 Highline,₹ 7.50 Lakh,2016,1598 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,103.2bhp,5.0,16.09 kmpl,Sedan,Hyderabad
8544,2021 Nissan Magnite XV Premium DT BSVI,₹ 8.13 Lakh,Mar 2021,999 cc,Third Party insurance,Manual,"23,316 Kms",First Owner,Petrol,71.02bhp,5.0,18.75 kmpl,SUV,Hyderabad
8545,2017 Maruti Alto K10 VXI,₹ 3.02 Lakh,Mar 2017,998 cc,Third Party insurance,Manual,"93,133 Kms",Third Owner,Petrol,65.71bhp,5.0,24.39 kmpl,Hatchback,Hyderabad
8546,2018 Maruti Swift ZXI AMT,₹ 6.76 Lakh,Jun 2018,1197 cc,Third Party insurance,Automatic,"34,840 Kms",First Owner,Petrol,88.50bhp,5.0,22.56 kmpl,Hatchback,Hyderabad
8547,2019 Renault KWID 1.0 RXT Optional,₹ 4.05 Lakh,Jun 2019,999 cc,Third Party insurance,Manual,"37,634 Kms",First Owner,Petrol,67bhp,5.0,23.01 kmpl,Hatchback,Hyderabad
8548,2019 Maruti Swift Dzire AMT ZDI,₹ 7.79 Lakh,Nov 2019,1248 cc,Third Party insurance,Automatic,"97,112 Kms",First Owner,Diesel,74.02bhp,5.0,28.4 kmpl,Sedan,Hyderabad
8549,2020 Maruti SX4 S Cross Alpha AT,₹ 10.12 Lakh,Sept 2020,1462 cc,Comprehensive,Automatic,"27,653 Kms",First Owner,Petrol,103.25bhp,5.0,18.43 kmpl,SUV,Hyderabad
8550,2022 Maruti Celerio ZXI,₹ 5.55 Lakh,May 2022,998 cc,Comprehensive,Manual,"18,977 Kms",First Owner,Petrol,65.71bhp,5.0,25.24 kmpl,Hatchback,Hyderabad
8551,2018 Maruti Swift VXI AMT,₹ 6.03 Lakh,Jul 2018,1197 cc,Zero Dep,Automatic,"95,241 Kms",First Owner,Petrol,88.50bhp,5.0,22.56 kmpl,Hatchback,Hyderabad
8552,2017 Maruti Swift ZXI,₹ 5.32 Lakh,Mar 2017,1197 cc,Third Party insurance,Manual,"71,050 Kms",First Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Hyderabad
8553,2021 Skoda Rapid 1.0 TSI Style,₹ 10.25 Lakh,Jun 2021,999 cc,Comprehensive,Manual,"28,530 Kms",Second Owner,Petrol,108.62bhp,5.0,18.97 kmpl,Sedan,Hyderabad
8554,2012 Honda City V MT,₹ 4.29 Lakh,Jun 2012,1497 cc,Third Party,Manual,"88,289 Kms",Third Owner,Petrol,116.3bhp,5.0,16.8 kmpl,Sedan,Hyderabad
8555,2021 Tata New Safari XZ Plus 6 Str Adventure Edition BSVI,₹ 21 Lakh,2021,1956 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Diesel,167.67bhp,6.0,16.14 kmpl,SUV,Hyderabad
8556,2021 Tata New Safari XZ Plus 6 Str Adventure Edition BSVI,₹ 21 Lakh,2021,1956 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Diesel,167.67bhp,6.0,16.14 kmpl,SUV,Hyderabad
8557,2022 Skoda Kushaq 1.5 TSI Monte Carlo DSG BSVI,₹ 21.50 Lakh,2022,1498 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,147.51bhp,5.0,17.7 kmpl,SUV,Hyderabad
8558,2022 Toyota Fortuner 4X2 Diesel BSVI,₹ 40 Lakh,2022,2755 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Diesel,201.15bhp,7.0,,SUV,Hyderabad
8559,2017 BMW 5 Series 530d M Sport,₹ 49 Lakh,2017,2993 cc,Third Party insurance,Automatic,"50,000 Kms",First Owner,Diesel,258bhp,5.0,14.69 kmpl,Sedan,Hyderabad
8560,2013 Audi A6 2.0 TDI,₹ 16.75 Lakh,2013,1968 cc,Third Party insurance,Automatic,"60,000 Kms",Second Owner,Diesel,174.33bhp,5.0,17.68 kmpl,Sedan,Hyderabad
8561,2010 Hyundai i20 1.2 Sportz,₹ 2.60 Lakh,2010,1197 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Petrol,80 PS at 5200 rpm,5.0,17 kmpl,Hatchback,Hyderabad
8562,2020 Kia Seltos HTX G,₹ 13 Lakh,2020,1497 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,113.43bhp,5.0,16.8 kmpl,SUV,Hyderabad
8563,2020 MG Hector Sharp DCT,₹ 18.50 Lakh,2020,1451 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Petrol,141bhp,5.0,13.96 kmpl,SUV,Hyderabad
8564,2008 Hyundai i10 Magna,₹ 2 Lakh,2008,1197 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Hyderabad
8565,2021 Nissan Magnite XL BSVI,₹ 7.50 Lakh,2021,999 cc,Third Party insurance,Manual,"30,000 Kms",Second Owner,Petrol,71.02bhp,5.0,18.75 kmpl,SUV,Hyderabad
8566,2018 Jeep Compass 2.0 Limited Option 4X4,₹ 18 Lakh,2018,1956 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Diesel,170bhp,5.0,16.3 kmpl,SUV,Hyderabad
8567,2018 Hyundai i20 1.2 Asta Option,₹ 7 Lakh,2018,1197 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Hyderabad
8568,2021 Tata New Safari XZA Plus Adventure Edition AT BSVI,₹ 24 Lakh,2021,1956 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Diesel,167.67bhp,7.0,14.08 kmpl,SUV,Hyderabad
8569,2016 Mahindra XUV500 W4,₹ 9.15 Lakh,2016,2179 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,140bhp,7.0,16 kmpl,SUV,Hyderabad
8570,2022 Hyundai i20 N Line N8 DCT Dual Tone BSVI,₹ 12.50 Lakh,2022,998 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,118.41bhp,5.0,20.25 kmpl,Hatchback,Hyderabad
8571,2017 Volkswagen Ameo 1.5 TDI Trendline,₹ 5.70 Lakh,2017,1498 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,108.62bhp,5.0,21.66 kmpl,Sedan,Hyderabad
8572,2005 Honda New Accord VTi-L MT,₹ 2.50 Lakh,2005,2354 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Petrol,144,5.0,11.9 kmpl,Sedan,Hyderabad
8573,2016 Honda Brio VX AT,₹ 5 Lakh,2016,1198 cc,Third Party insurance,Automatic,"50,000 Kms",First Owner,Petrol,86.8bhp,5.0,16.5 kmpl,Hatchback,Hyderabad
8574,2010 Hyundai i20 1.2 Sportz,₹ 2.70 Lakh,2010,1197 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Petrol,80 PS at 5200 rpm,5.0,17 kmpl,Hatchback,Hyderabad
8575,2014 Tata Indica V2 DLS BSIII,₹ 1.50 Lakh,2014,1405 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,48.21bhp,5.0,17.88 kmpl,Hatchback,Hyderabad
8576,2022 Mahindra Thar LX 4-Str Hard Top AT BSVI,₹ 17.52 Lakh,2022,1997 cc,Third Party insurance,Automatic,"30,000 Kms",First Owner,Petrol,150bhp,4.0,,SUV,Hyderabad
8577,2014 Tata Indica TDI LS,₹ 1.60 Lakh,2014,1405 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Diesel,70bhp,5.0,19.1 kmpl,Hatchback,Hyderabad
8578,2021 Kia Sonet HTK Plus Diesel iMT BSVI,₹ 9.85 Lakh,2021,1493 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,98.63bhp,5.0,,SUV,Hyderabad
8579,2022 Tata Tigor EV XZ Plus,₹ 12.50 Lakh,2022,,Third Party insurance,Automatic,"20,000 Kms",First Owner,Electric,73.75bhp,5.0,,Sedan,Hyderabad
8580,2008 Maruti Alto STD,"₹ 75,000",2008,796 cc,Third Party insurance,Manual,"70,000 Kms",Third Owner,Petrol,46.3bhp,5.0,19.7 kmpl,Hatchback,Hyderabad
8581,2019 Honda Amaze VX CVT Diesel BSIV,₹ 9.25 Lakh,2019,1498 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Diesel,78.9bhp,5.0,23.8 kmpl,Sedan,Hyderabad
8582,2017 Hyundai Xcent Prime T Plus,₹ 3.80 Lakh,2017,1197 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Petrol,81.86bhp,5.0,15.38 kmpl,Sedan,Hyderabad
8583,2021 Volkswagen Taigun 1.0 TSI Topline AT BSVI,₹ 17 Lakh,2021,999 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,113.98bhp,5.0,18.41 kmpl,SUV,Hyderabad
8584,2011 Skoda Superb Elegance 1.8 TSI,₹ 4.50 Lakh,2011,1798 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,157.75bhp,5.0,13.7 kmpl,Sedan,Hyderabad
8585,2019 Honda Amaze VX CVT Diesel BSIV,₹ 9.25 Lakh,2019,1498 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Diesel,78.9bhp,5.0,23.8 kmpl,Sedan,Hyderabad
8586,2009 Maruti Swift Vdi BSIII,₹ 2.50 Lakh,2009,1248 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,75 PS,5.0,17.8 kmpl,Hatchback,Hyderabad
8587,2018 Tata Nexon 1.2 Revotron XZA Plus,₹ 8.50 Lakh,2018,1198 cc,Third Party insurance,Automatic,"50,000 Kms",First Owner,Petrol,108.5bhp,5.0,17 kmpl,SUV,Hyderabad
8588,2013 Hyundai Verna 1.6 CRDi EX MT,₹ 3.70 Lakh,2013,1582 cc,Third Party insurance,Manual,"1,00,000 Kms",Third Owner,Diesel,126.3bhp,5.0,22.32 kmpl,Sedan,Hyderabad
8589,2011 Volkswagen Vento Diesel Highline,₹ 3 Lakh,2011,1598 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Diesel,103.6bhp,5.0,20.54 kmpl,Sedan,Hyderabad
8590,2022 Mahindra XUV300 W6 Sunroof NT BSVI,₹ 10.94 Lakh,2022,1197 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,108.62bhp,5.0,16.82 kmpl,SUV,Hyderabad
8591,2022 Mahindra XUV300 W6 Sunroof NT BSVI,₹ 10.94 Lakh,2022,1197 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,108.62bhp,5.0,16.82 kmpl,SUV,Hyderabad
8592,2022 Kia Seltos GTX Option,₹ 17.50 Lakh,2022,1353 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,138.08bhp,5.0,16.5 kmpl,SUV,Hyderabad
8593,2011 Hyundai i20 1.4 CRDi Asta,₹ 2.95 Lakh,2011,1396 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,90PS at 4000rpm,5.0,23 kmpl,Hatchback,Hyderabad
8594,2013 Maruti Swift ZDi,₹ 4.25 Lakh,2013,1248 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,74bhp,5.0,22.9 kmpl,Hatchback,Hyderabad
8595,2011 Jaguar XF 3.0 Litre S Premium Luxury,₹ 15 Lakh,2011,2993 cc,Third Party insurance,Automatic,"80,000 Kms",Second Owner,Diesel,270.9bhp,5.0,14.74 kmpl,Sedan,Hyderabad
8596,2019 Mahindra XUV500 W7 BSIV,₹ 13 Lakh,2019,2179 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Diesel,152.87bhp,7.0,15.1 kmpl,SUV,Hyderabad
8597,2021 Volkswagen Taigun 1.0 TSI Topline AT BSVI,₹ 18 Lakh,2021,999 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,113.98bhp,5.0,18.41 kmpl,SUV,Hyderabad
8598,2022 Maruti Ciaz Alpha AT BSVI,₹ 12.50 Lakh,2022,1462 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Petrol,103.25bhp,5.0,20.04 kmpl,Sedan,Hyderabad
8599,2010 Maruti SX4 VXI,₹ 1.60 Lakh,2010,1586 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Petrol,103.3bhp,5.0,15.5 kmpl,Sedan,Hyderabad
8600,2019 Mahindra Marazzo M6 8Str,₹ 8.50 Lakh,2019,1497 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Diesel,121bhp,8.0,17.3 kmpl,MUV,Hyderabad
8601,2019 Honda BR-V i-DTEC VX MT,₹ 10.20 Lakh,2019,1498 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Diesel,98.6bhp,7.0,21.9 kmpl,SUV,Hyderabad
8602,2021 MG ZS EV Exclusive,₹ 23 Lakh,2021,0 cc,Third Party insurance,Automatic,"60,000 Kms",Second Owner,Electric,140.8bhp,5.0,,SUV,Hyderabad
8603,2015 Mahindra Ssangyong Rexton RX7,₹ 8 Lakh,2015,2696 cc,Third Party insurance,Automatic,"1,20,000 Kms",Second Owner,Diesel,184bhp,7.0,11.18 kmpl,SUV,Hyderabad
8604,2012 Hyundai i20 1.2 Sportz,₹ 3.90 Lakh,2012,1197 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Petrol,80 PS at 5200 rpm,5.0,17 kmpl,Hatchback,Hyderabad
8605,2016 Hyundai Xcent 1.1 CRDi SX Option,₹ 3.50 Lakh,2016,1120 cc,Third Party insurance,Manual,"1,20,000 Kms",Third Owner,Diesel,71bhp,5.0,24.4 kmpl,Sedan,Hyderabad
8606,2012 Maruti Swift Dzire VXi AT,₹ 4 Lakh,2012,1197 cc,Third Party insurance,Automatic,"80,000 Kms",Second Owner,Petrol,85.8bhp,5.0,17.4 kmpl,Sedan,Hyderabad
8607,2022 Hyundai Grand i10 Nios Sportz,₹ 7 Lakh,2022,1197 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,81.86bhp,5.0,20.7 kmpl,Hatchback,Hyderabad
8608,2018 Hyundai Creta 1.6 CRDi SX Option,₹ 13 Lakh,2018,1582 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Diesel,126.2bhp,5.0,19.67 kmpl,SUV,Hyderabad
8609,2019 Hyundai Creta 1.6 SX Option Executive,₹ 13.20 Lakh,2019,1591 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,121.3bhp,5.0,15.8 kmpl,SUV,Hyderabad
8610,2014 Honda City i DTEC VX,₹ 5.80 Lakh,2014,1498 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Diesel,98.6bhp,5.0,25.1 kmpl,Sedan,Hyderabad
8611,2011 Hyundai i10 Magna,₹ 2.50 Lakh,2011,1197 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Hyderabad
8612,2022 Maruti Eeco 5 Seater AC 2020-2022,₹ 5.50 Lakh,2022,1196 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,72.41bhp,5.0,16.11 kmpl,Minivans,Hyderabad
8613,2020 Maruti Wagon R ZXI 1.2,₹ 6 Lakh,2020,1197 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,81.80bhp,5.0,20.52 kmpl,Hatchback,Hyderabad
8614,2022 Tata Altroz XZ BSVI,₹ 8.80 Lakh,2022,1199 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,86.83bhp,5.0,19.33 kmpl,Hatchback,Hyderabad
8615,2014 Maruti Swift Dzire VDI,₹ 4.90 Lakh,2014,1248 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Diesel,74bhp,5.0,23.4 kmpl,Sedan,Hyderabad
8616,2022 Honda WR-V VX,₹ 10.50 Lakh,2022,1199 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,88.50bhp,5.0,16.5 kmpl,SUV,Hyderabad
8617,2022 Tata Altroz XZ BSVI,₹ 8.80 Lakh,2022,1199 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,86.83bhp,5.0,19.33 kmpl,Hatchback,Hyderabad
8618,2017 Chevrolet Cruze LTZ,₹ 7 Lakh,2017,1998 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,163.7bhp,5.0,17.9 kmpl,Sedan,Hyderabad
8619,2017 Ford Ecosport 1.5 TDCi Titanium Plus BSIV,₹ 7.50 Lakh,2017,1498 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Diesel,98.59bhp,5.0,22.77 kmpl,SUV,Hyderabad
8620,2020 Tata Altroz XZ Diesel BSVI,₹ 7.90 Lakh,2020,1497 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Diesel,88.77bhp,5.0,23.64 kmpl,Hatchback,Hyderabad
8621,2016 Tata Indigo LS BSIV,₹ 2.30 Lakh,2016,1396 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,69bhp,5.0,23.03 kmpl,Sedan,Hyderabad
